date,city,temperature_c,rainfall_mm,weather_condition
2023-03-22,Agenebode,31.6,0.1,Cloudy
2023-03-23,Agenebode,29.4,0.0,Sunny
2023-03-24,Agenebode,30.9,2.3,Cloudy
2023-03-25,Agenebode,31.9,0.0,Sunny
2023-03-26,Agenebode,33.4,0.4,Cloudy
2023-03-27,Agenebode,29.9,1.3,Cloudy
2023-03-28,Agenebode,28.6,0.2,Cloudy
2023-03-29,Agenebode,32.2,4.0,Rainy
2023-03-30,Agenebode,30.3,3.1,Rainy
2023-03-31,Agenebode,30.6,0.9,Cloudy
2023-04-01,Agenebode,27.9,0.7,Cloudy
2023-04-02,Agenebode,27.9,13.1,Rainy
2023-04-03,Agenebode,30.3,12.2,Rainy
2023-04-04,Agenebode,29.6,0.6,Cloudy
2023-04-05,Agenebode,29.9,11.3,Rainy
2023-04-06,Agenebode,30.0,0.0,Sunny
2023-04-07,Agenebode,26.8,8.2,Rainy
2023-04-08,Agenebode,28.5,6.6,Rainy
2023-04-09,Agenebode,27.9,5.6,Rainy
2023-04-10,Agenebode,27.3,6.2,Rainy
2023-04-11,Agenebode,30.1,8.9,Rainy
2023-04-12,Agenebode,27.0,7.3,Rainy
2023-04-13,Agenebode,28.1,12.6,Rainy
2023-04-14,Agenebode,30.4,5.1,Rainy
2023-04-15,Agenebode,32.3,1.4,Cloudy
2023-04-16,Agenebode,28.9,7.7,Rainy
2023-04-17,Agenebode,32.1,12.3,Rainy
2023-04-18,Agenebode,30.2,0.6,Cloudy
2023-04-19,Agenebode,27.7,8.5,Rainy
2023-04-20,Agenebode,27.1,6.6,Rainy
2023-04-21,Agenebode,30.2,0.0,Sunny
2023-04-22,Agenebode,30.0,9.5,Rainy
2023-04-23,Agenebode,28.5,4.2,Rainy
2023-04-24,Agenebode,26.3,4.5,Rainy
2023-04-25,Agenebode,26.7,1.6,Cloudy
2023-04-26,Agenebode,28.4,0.0,Sunny
2023-04-27,Agenebode,27.1,0.0,Sunny
2023-04-28,Agenebode,30.8,4.6,Rainy
2023-04-29,Agenebode,30.9,3.0,Cloudy
2023-04-30,Agenebode,28.4,2.9,Cloudy
2023-05-01,Agenebode,24.5,7.5,Rainy
2023-05-02,Agenebode,28.8,5.3,Rainy
2023-05-03,Agenebode,25.9,4.9,Rainy
2023-05-04,Agenebode,28.3,5.6,Rainy
2023-05-05,Agenebode,28.9,2.6,Cloudy
2023-05-06,Agenebode,29.8,10.1,Rainy
2023-05-07,Agenebode,28.4,0.0,Sunny
2023-05-08,Agenebode,26.9,7.1,Rainy
2023-05-09,Agenebode,30.9,0.0,Sunny
2023-05-10,Agenebode,27.5,3.3,Rainy
2023-05-11,Agenebode,25.9,4.5,Rainy
2023-05-12,Agenebode,29.5,7.4,Rainy
2023-05-13,Agenebode,28.4,3.2,Rainy
2023-05-14,Agenebode,27.5,0.0,Sunny
2023-05-15,Agenebode,28.7,7.0,Rainy
2023-05-16,Agenebode,29.0,10.5,Rainy
2023-05-17,Agenebode,29.5,8.3,Rainy
2023-05-18,Agenebode,29.3,14.3,Rainy
2023-05-19,Agenebode,28.3,8.4,Rainy
2023-05-20,Agenebode,29.4,8.7,Rainy
2023-05-21,Agenebode,29.5,4.8,Rainy
2023-05-22,Agenebode,29.6,7.5,Rainy
2023-05-23,Agenebode,30.0,12.3,Rainy
2023-05-24,Agenebode,29.3,0.0,Sunny
2023-05-25,Agenebode,29.2,2.8,Cloudy
2023-05-26,Agenebode,28.3,3.4,Rainy
2023-05-27,Agenebode,27.6,0.0,Sunny
2023-05-28,Agenebode,31.2,2.6,Cloudy
2023-05-29,Agenebode,26.4,5.9,Rainy
2023-05-30,Agenebode,29.9,4.1,Rainy
2023-05-31,Agenebode,27.1,0.0,Sunny
2023-06-01,Agenebode,32.4,0.0,Sunny
2023-06-02,Agenebode,26.6,3.5,Rainy
2023-06-03,Agenebode,30.2,13.3,Rainy
2023-06-04,Agenebode,28.7,3.9,Rainy
2023-06-05,Agenebode,27.1,10.4,Rainy
2023-06-06,Agenebode,28.9,4.8,Rainy
2023-06-07,Agenebode,29.7,6.5,Rainy
2023-06-08,Agenebode,28.8,11.6,Rainy
2023-06-09,Agenebode,26.6,6.1,Rainy
2023-06-10,Agenebode,29.6,2.9,Cloudy
2023-06-11,Agenebode,29.9,8.3,Rainy
2023-06-12,Agenebode,30.7,4.4,Rainy
2023-06-13,Agenebode,28.7,7.7,Rainy
2023-06-14,Agenebode,28.7,0.0,Sunny
2023-06-15,Agenebode,30.3,0.0,Sunny
2023-06-16,Agenebode,29.6,17.7,Rainy
2023-06-17,Agenebode,29.8,1.5,Cloudy
2023-06-18,Agenebode,28.3,6.9,Rainy
2023-06-19,Agenebode,29.0,8.8,Rainy
2023-06-20,Agenebode,31.2,11.6,Rainy
2023-06-21,Agenebode,27.3,5.1,Rainy
2023-06-22,Agenebode,29.7,12.6,Rainy
2023-06-23,Agenebode,29.5,1.6,Cloudy
2023-06-24,Agenebode,29.7,14.1,Rainy
2023-06-25,Agenebode,28.6,1.5,Cloudy
2023-06-26,Agenebode,29.0,1.7,Cloudy
2023-06-27,Agenebode,30.2,1.8,Cloudy
2023-06-28,Agenebode,30.9,7.5,Rainy
2023-06-29,Agenebode,30.0,8.4,Rainy
2023-06-30,Agenebode,30.3,3.5,Rainy
2023-07-01,Agenebode,25.5,2.6,Cloudy
2023-07-02,Agenebode,28.4,0.0,Sunny
2023-07-03,Agenebode,24.0,6.1,Rainy
2023-07-04,Agenebode,28.3,9.9,Rainy
2023-07-05,Agenebode,25.6,0.0,Sunny
2023-07-06,Agenebode,26.0,3.0,Rainy
2023-07-07,Agenebode,26.5,5.6,Rainy
2023-07-08,Agenebode,29.1,4.7,Rainy
2023-07-09,Agenebode,28.4,8.3,Rainy
2023-07-10,Agenebode,25.9,8.2,Rainy
2023-07-11,Agenebode,27.9,5.0,Rainy
2023-07-12,Agenebode,27.3,4.7,Rainy
2023-07-13,Agenebode,25.4,16.8,Rainy
2023-07-14,Agenebode,28.6,7.6,Rainy
2023-07-15,Agenebode,26.4,4.5,Rainy
2023-07-16,Agenebode,25.2,7.3,Rainy
2023-07-17,Agenebode,27.5,4.0,Rainy
2023-07-18,Agenebode,27.0,3.5,Rainy
2023-07-19,Agenebode,26.3,1.1,Cloudy
2023-07-20,Agenebode,25.5,1.5,Cloudy
2023-07-21,Agenebode,26.1,10.4,Rainy
2023-07-22,Agenebode,26.1,0.0,Sunny
2023-07-23,Agenebode,27.4,8.1,Rainy
2023-07-24,Agenebode,28.5,5.8,Rainy
2023-07-25,Agenebode,25.3,1.0,Cloudy
2023-07-26,Agenebode,27.9,12.3,Rainy
2023-07-27,Agenebode,25.3,6.1,Rainy
2023-07-28,Agenebode,26.2,0.9,Cloudy
2023-07-29,Agenebode,27.1,4.3,Rainy
2023-07-30,Agenebode,24.0,6.0,Rainy
2023-07-31,Agenebode,27.5,8.7,Rainy
2023-08-01,Agenebode,26.1,0.0,Sunny
2023-08-02,Agenebode,26.4,8.5,Rainy
2023-08-03,Agenebode,26.9,9.2,Rainy
2023-08-04,Agenebode,25.0,9.1,Rainy
2023-08-05,Agenebode,27.4,3.2,Rainy
2023-08-06,Agenebode,28.6,6.2,Rainy
2023-08-07,Agenebode,25.5,9.9,Rainy
2023-08-08,Agenebode,26.6,5.2,Rainy
2023-08-09,Agenebode,25.7,4.7,Rainy
2023-08-10,Agenebode,25.6,4.1,Rainy
2023-08-11,Agenebode,27.0,8.0,Rainy
2023-08-12,Agenebode,24.9,10.0,Rainy
2023-08-13,Agenebode,28.6,4.1,Rainy
2023-08-14,Agenebode,27.2,6.5,Rainy
2023-08-15,Agenebode,27.1,8.0,Rainy
2023-08-16,Agenebode,26.4,1.2,Cloudy
2023-08-17,Agenebode,27.6,0.0,Sunny
2023-08-18,Agenebode,27.9,8.6,Rainy
2023-08-19,Agenebode,25.8,12.1,Rainy
2023-08-20,Agenebode,26.5,2.8,Cloudy
2023-08-21,Agenebode,26.0,7.2,Rainy
2023-08-22,Agenebode,26.4,0.0,Sunny
2023-08-23,Agenebode,27.5,3.5,Rainy
2023-08-24,Agenebode,28.6,6.5,Rainy
2023-08-25,Agenebode,27.4,10.1,Rainy
2023-08-26,Agenebode,27.2,8.9,Rainy
2023-08-27,Agenebode,26.0,13.2,Rainy
2023-08-28,Agenebode,27.4,0.0,Sunny
2023-08-29,Agenebode,27.2,5.9,Rainy
2023-08-30,Agenebode,27.2,0.0,Sunny
2023-08-31,Agenebode,26.2,0.0,Sunny
2023-09-01,Agenebode,24.9,5.8,Rainy
2023-09-02,Agenebode,26.2,3.2,Rainy
2023-09-03,Agenebode,25.7,11.9,Rainy
2023-09-04,Agenebode,27.1,0.0,Sunny
2023-09-05,Agenebode,28.0,3.3,Rainy
2023-09-06,Agenebode,28.8,5.0,Rainy
2023-09-07,Agenebode,26.0,2.3,Cloudy
2023-09-08,Agenebode,26.4,7.4,Rainy
2023-09-09,Agenebode,25.8,11.2,Rainy
2023-09-10,Agenebode,27.6,6.1,Rainy
2023-09-11,Agenebode,27.1,4.9,Rainy
2023-09-12,Agenebode,25.1,6.5,Rainy
2023-09-13,Agenebode,29.9,8.5,Rainy
2023-09-14,Agenebode,27.7,0.0,Sunny
2023-09-15,Agenebode,28.6,9.0,Rainy
2023-09-16,Agenebode,28.8,0.5,Cloudy
2023-09-17,Agenebode,26.4,0.0,Sunny
2023-09-18,Agenebode,24.6,2.1,Cloudy
2023-09-19,Agenebode,27.7,2.9,Cloudy
2023-09-20,Agenebode,26.0,6.7,Rainy
2023-09-21,Agenebode,22.1,2.3,Cloudy
2023-09-22,Agenebode,27.5,3.0,Cloudy
2023-09-23,Agenebode,28.9,1.7,Cloudy
2023-09-24,Agenebode,26.1,0.1,Cloudy
2023-09-25,Agenebode,25.9,6.4,Rainy
2023-09-26,Agenebode,28.2,15.8,Rainy
2023-09-27,Agenebode,27.9,0.0,Sunny
2023-09-28,Agenebode,28.9,7.4,Rainy
2023-09-29,Agenebode,27.0,10.3,Rainy
2023-09-30,Agenebode,30.6,4.1,Rainy
2023-10-01,Agenebode,26.8,3.7,Rainy
2023-10-02,Agenebode,32.0,1.3,Cloudy
2023-10-03,Agenebode,28.0,1.3,Cloudy
2023-10-04,Agenebode,28.7,0.0,Sunny
2023-10-05,Agenebode,28.5,1.5,Cloudy
2023-10-06,Agenebode,28.3,1.3,Cloudy
2023-10-07,Agenebode,28.1,0.0,Sunny
2023-10-08,Agenebode,26.9,2.7,Cloudy
2023-10-09,Agenebode,29.6,0.2,Cloudy
2023-10-10,Agenebode,26.6,2.4,Cloudy
2023-10-11,Agenebode,28.4,0.8,Cloudy
2023-10-12,Agenebode,29.3,0.0,Sunny
2023-10-13,Agenebode,29.7,0.0,Sunny
2023-10-14,Agenebode,26.8,0.0,Sunny
2023-10-15,Agenebode,27.1,1.6,Cloudy
2023-10-16,Agenebode,29.0,0.8,Cloudy
2023-10-17,Agenebode,26.1,0.0,Sunny
2023-10-18,Agenebode,29.3,2.4,Cloudy
2023-10-19,Agenebode,29.6,0.7,Cloudy
2023-10-20,Agenebode,29.0,0.0,Sunny
2023-10-21,Agenebode,28.7,0.0,Cloudy
2023-10-22,Agenebode,26.8,1.5,Cloudy
2023-10-23,Agenebode,28.3,2.8,Cloudy
2023-10-24,Agenebode,26.1,2.9,Cloudy
2023-10-25,Agenebode,28.2,3.1,Rainy
2023-10-26,Agenebode,29.6,0.0,Sunny
2023-10-27,Agenebode,29.6,3.2,Rainy
2023-10-28,Agenebode,26.1,0.0,Sunny
2023-10-29,Agenebode,29.2,1.2,Cloudy
2023-10-30,Agenebode,27.0,3.9,Rainy
2023-10-31,Agenebode,28.5,0.0,Sunny
2023-11-01,Agenebode,26.5,3.1,Rainy
2023-11-02,Agenebode,28.1,0.0,Sunny
2023-11-03,Agenebode,28.7,0.0,Sunny
2023-11-04,Agenebode,26.1,3.0,Rainy
2023-11-05,Agenebode,29.8,2.0,Cloudy
2023-11-06,Agenebode,25.7,4.7,Rainy
2023-11-07,Agenebode,30.7,3.5,Rainy
2023-11-08,Agenebode,28.5,1.2,Cloudy
2023-11-09,Agenebode,28.7,0.0,Sunny
2023-11-10,Agenebode,27.2,0.0,Sunny
2023-11-11,Agenebode,28.9,1.5,Cloudy
2023-11-12,Agenebode,26.6,0.0,Sunny
2023-11-13,Agenebode,28.5,0.0,Sunny
2023-11-14,Agenebode,26.1,5.2,Rainy
2023-11-15,Agenebode,31.5,0.1,Cloudy
2023-11-16,Agenebode,25.3,3.4,Rainy
2023-11-17,Agenebode,28.5,2.5,Cloudy
2023-11-18,Agenebode,27.0,0.0,Sunny
2023-11-19,Agenebode,27.6,1.3,Cloudy
2023-11-20,Agenebode,26.9,3.6,Rainy
2023-11-21,Agenebode,25.4,1.8,Cloudy
2023-11-22,Agenebode,28.2,3.4,Rainy
2023-11-23,Agenebode,26.6,2.4,Cloudy
2023-11-24,Agenebode,28.7,1.5,Cloudy
2023-11-25,Agenebode,26.7,0.0,Sunny
2023-11-26,Agenebode,27.6,0.0,Sunny
2023-11-27,Agenebode,29.9,1.3,Cloudy
2023-11-28,Agenebode,29.2,0.0,Sunny
2023-11-29,Agenebode,25.2,0.6,Cloudy
2023-11-30,Agenebode,26.1,1.1,Cloudy
2023-12-01,Agenebode,26.7,1.6,Cloudy
2023-12-02,Agenebode,26.8,2.1,Cloudy
2023-12-03,Agenebode,26.7,0.0,Sunny
2023-12-04,Agenebode,29.3,0.0,Sunny
2023-12-05,Agenebode,30.1,0.0,Sunny
2023-12-06,Agenebode,26.8,0.4,Cloudy
2023-12-07,Agenebode,27.2,1.3,Cloudy
2023-12-08,Agenebode,28.6,2.1,Cloudy
2023-12-09,Agenebode,27.9,0.0,Sunny
2023-12-10,Agenebode,30.6,0.3,Cloudy
2023-12-11,Agenebode,27.4,0.8,Cloudy
2023-12-12,Agenebode,27.6,0.0,Sunny
2023-12-13,Agenebode,28.9,0.0,Sunny
2023-12-14,Agenebode,27.5,4.5,Rainy
2023-12-15,Agenebode,29.4,4.2,Rainy
2023-12-16,Agenebode,27.0,2.5,Cloudy
2023-12-17,Agenebode,28.6,0.9,Cloudy
2023-12-18,Agenebode,26.9,3.2,Rainy
2023-12-19,Agenebode,27.2,1.3,Cloudy
2023-12-20,Agenebode,29.4,0.0,Sunny
2023-12-21,Agenebode,26.4,6.0,Rainy
2023-12-22,Agenebode,26.7,4.2,Rainy
2023-12-23,Agenebode,27.9,0.1,Cloudy
2023-12-24,Agenebode,27.5,0.9,Cloudy
2023-12-25,Agenebode,30.0,2.5,Cloudy
2023-12-26,Agenebode,27.7,0.0,Sunny
2023-12-27,Agenebode,28.0,1.3,Cloudy
2023-12-28,Agenebode,29.9,0.0,Sunny
2023-12-29,Agenebode,27.3,0.0,Sunny
2023-12-30,Agenebode,27.9,1.2,Cloudy
2023-12-31,Agenebode,28.7,0.0,Sunny
2024-01-01,Agenebode,30.3,1.5,Cloudy
2024-01-02,Agenebode,30.1,0.6,Cloudy
2024-01-03,Agenebode,24.9,2.1,Cloudy
2024-01-04,Agenebode,28.5,2.2,Cloudy
2024-01-05,Agenebode,31.9,0.0,Sunny
2024-01-06,Agenebode,30.9,0.0,Sunny
2024-01-07,Agenebode,29.9,0.7,Cloudy
2024-01-08,Agenebode,31.1,2.2,Cloudy
2024-01-09,Agenebode,30.4,0.0,Sunny
2024-01-10,Agenebode,26.2,2.8,Cloudy
2024-01-11,Agenebode,31.1,0.0,Sunny
2024-01-12,Agenebode,30.5,0.6,Cloudy
2024-01-13,Agenebode,31.6,1.2,Cloudy
2024-01-14,Agenebode,31.4,0.0,Sunny
2024-01-15,Agenebode,30.4,0.2,Cloudy
2024-01-16,Agenebode,29.1,0.0,Sunny
2024-01-17,Agenebode,31.4,4.5,Rainy
2024-01-18,Agenebode,27.9,2.4,Cloudy
2024-01-19,Agenebode,31.0,0.0,Sunny
2024-01-20,Agenebode,28.9,3.4,Rainy
2024-01-21,Agenebode,31.6,1.9,Cloudy
2024-01-22,Agenebode,29.2,3.2,Rainy
2024-01-23,Agenebode,28.7,3.8,Rainy
2024-01-24,Agenebode,32.4,3.4,Rainy
2024-01-25,Agenebode,30.5,0.0,Sunny
2024-01-26,Agenebode,29.7,4.5,Rainy
2024-01-27,Agenebode,31.4,1.9,Cloudy
2024-01-28,Agenebode,29.0,3.0,Rainy
2024-01-29,Agenebode,27.6,0.7,Cloudy
2024-01-30,Agenebode,32.6,0.0,Sunny
2024-01-31,Agenebode,30.9,0.0,Sunny
2024-02-01,Agenebode,29.0,1.4,Cloudy
2024-02-02,Agenebode,30.5,5.1,Rainy
2024-02-03,Agenebode,29.2,2.2,Cloudy
2024-02-04,Agenebode,30.8,0.0,Sunny
2024-02-05,Agenebode,31.4,2.3,Cloudy
2024-02-06,Agenebode,29.6,1.4,Cloudy
2024-02-07,Agenebode,28.6,0.0,Sunny
2024-02-08,Agenebode,30.0,2.5,Cloudy
2024-02-09,Agenebode,29.5,0.0,Sunny
2024-02-10,Agenebode,29.7,2.7,Cloudy
2024-02-11,Agenebode,28.0,2.7,Cloudy
2024-02-12,Agenebode,30.8,0.0,Sunny
2024-02-13,Agenebode,29.6,2.3,Cloudy
2024-02-14,Agenebode,27.1,0.0,Sunny
2024-02-15,Agenebode,27.7,0.0,Sunny
2024-02-16,Agenebode,31.6,2.6,Cloudy
2024-02-17,Agenebode,29.2,3.1,Rainy
2024-02-18,Agenebode,31.0,3.6,Rainy
2024-02-19,Agenebode,29.9,2.1,Cloudy
2024-02-20,Agenebode,35.1,0.4,Cloudy
2024-02-21,Agenebode,29.9,0.7,Cloudy
2024-02-22,Agenebode,29.9,2.1,Cloudy
2024-02-23,Agenebode,30.1,0.0,Sunny
2024-02-24,Agenebode,30.0,0.0,Sunny
2024-02-25,Agenebode,27.4,3.3,Rainy
2024-02-26,Agenebode,29.2,1.8,Cloudy
2024-02-27,Agenebode,25.3,2.0,Cloudy
2024-02-28,Agenebode,29.5,0.0,Sunny
2024-02-29,Agenebode,29.2,0.0,Sunny
2024-03-01,Agenebode,31.1,1.2,Cloudy
2024-03-02,Agenebode,27.7,1.9,Cloudy
2024-03-03,Agenebode,26.9,0.0,Sunny
2024-03-04,Agenebode,30.0,0.0,Sunny
2024-03-05,Agenebode,31.8,1.3,Cloudy
2024-03-06,Agenebode,30.9,2.3,Cloudy
2024-03-07,Agenebode,29.3,0.0,Sunny
2024-03-08,Agenebode,29.9,2.7,Cloudy
2024-03-09,Agenebode,29.7,2.2,Cloudy
2024-03-10,Agenebode,30.0,0.0,Sunny
2024-03-11,Agenebode,27.8,4.1,Rainy
2024-03-12,Agenebode,28.2,0.0,Sunny
2024-03-13,Agenebode,31.4,0.0,Sunny
2024-03-14,Agenebode,29.0,0.6,Cloudy
2024-03-15,Agenebode,29.5,0.0,Sunny
2024-03-16,Agenebode,29.7,2.4,Cloudy
2024-03-17,Agenebode,29.8,0.0,Sunny
2024-03-18,Agenebode,31.4,4.4,Rainy
2024-03-19,Agenebode,31.4,0.0,Sunny
2024-03-20,Agenebode,28.4,1.9,Cloudy
2024-03-21,Agenebode,30.3,0.0,Sunny
2024-03-22,Agenebode,30.4,1.2,Cloudy
2024-03-23,Agenebode,32.2,0.1,Cloudy
2024-03-24,Agenebode,32.1,3.9,Rainy
2024-03-25,Agenebode,29.0,1.7,Cloudy
2024-03-26,Agenebode,29.7,0.5,Cloudy
2024-03-27,Agenebode,30.4,0.0,Sunny
2024-03-28,Agenebode,27.6,0.0,Sunny
2024-03-29,Agenebode,31.8,0.6,Cloudy
2024-03-30,Agenebode,30.0,2.6,Cloudy
2024-03-31,Agenebode,27.6,1.9,Cloudy
2024-04-01,Agenebode,31.5,5.5,Rainy
2024-04-02,Agenebode,26.1,4.6,Rainy
2024-04-03,Agenebode,29.9,5.6,Rainy
2024-04-04,Agenebode,29.4,7.0,Rainy
2024-04-05,Agenebode,27.6,1.0,Cloudy
2024-04-06,Agenebode,28.4,7.0,Rainy
2024-04-07,Agenebode,27.2,15.3,Rainy
2024-04-08,Agenebode,25.4,0.0,Sunny
2024-04-09,Agenebode,29.8,7.3,Rainy
2024-04-10,Agenebode,28.9,8.4,Rainy
2024-04-11,Agenebode,29.9,5.0,Rainy
2024-04-12,Agenebode,29.4,0.0,Sunny
2024-04-13,Agenebode,28.8,4.8,Rainy
2024-04-14,Agenebode,31.9,0.9,Cloudy
2024-04-15,Agenebode,28.9,12.1,Rainy
2024-04-16,Agenebode,29.8,5.1,Rainy
2024-04-17,Agenebode,30.4,1.0,Cloudy
2024-04-18,Agenebode,31.6,8.2,Rainy
2024-04-19,Agenebode,26.6,2.0,Cloudy
2024-04-20,Agenebode,25.8,9.0,Rainy
2024-04-21,Agenebode,29.8,2.7,Cloudy
2024-04-22,Agenebode,30.8,4.6,Rainy
2024-04-23,Agenebode,32.9,0.0,Sunny
2024-04-24,Agenebode,30.0,3.0,Rainy
2024-04-25,Agenebode,28.0,4.1,Rainy
2024-04-26,Agenebode,29.6,5.3,Rainy
2024-04-27,Agenebode,30.0,8.0,Rainy
2024-04-28,Agenebode,31.2,0.0,Sunny
2024-04-29,Agenebode,26.7,4.7,Rainy
2024-04-30,Agenebode,27.8,9.4,Rainy
2024-05-01,Agenebode,27.4,2.3,Cloudy
2024-05-02,Agenebode,28.5,13.8,Rainy
2024-05-03,Agenebode,32.2,0.0,Sunny
2024-05-04,Agenebode,25.7,2.1,Cloudy
2024-05-05,Agenebode,28.9,4.8,Rainy
2024-05-06,Agenebode,28.9,9.1,Rainy
2024-05-07,Agenebode,28.4,6.1,Rainy
2024-05-08,Agenebode,30.0,6.1,Rainy
2024-05-09,Agenebode,30.0,0.0,Sunny
2024-05-10,Agenebode,29.2,6.1,Rainy
2024-05-11,Agenebode,28.8,2.0,Cloudy
2024-05-12,Agenebode,29.7,5.6,Rainy
2024-05-13,Agenebode,28.9,3.4,Rainy
2024-05-14,Agenebode,28.6,1.2,Cloudy
2024-05-15,Agenebode,28.3,0.3,Cloudy
2024-05-16,Agenebode,28.4,6.8,Rainy
2024-05-17,Agenebode,30.2,4.7,Rainy
2024-05-18,Agenebode,28.9,5.7,Rainy
2024-05-19,Agenebode,30.5,3.9,Rainy
2024-05-20,Agenebode,29.7,6.9,Rainy
2024-05-21,Agenebode,28.1,8.5,Rainy
2024-05-22,Agenebode,25.9,10.3,Rainy
2024-05-23,Agenebode,27.2,4.3,Rainy
2024-05-24,Agenebode,30.2,2.9,Cloudy
2024-05-25,Agenebode,29.4,9.2,Rainy
2024-05-26,Agenebode,31.8,4.9,Rainy
2024-05-27,Agenebode,29.3,5.2,Rainy
2024-05-28,Agenebode,28.7,0.0,Sunny
2024-05-29,Agenebode,27.3,4.9,Rainy
2024-05-30,Agenebode,29.5,11.3,Rainy
2024-05-31,Agenebode,28.7,12.6,Rainy
2024-06-01,Agenebode,27.2,6.1,Rainy
2024-06-02,Agenebode,28.6,0.0,Sunny
2024-06-03,Agenebode,26.5,2.8,Cloudy
2024-06-04,Agenebode,28.5,0.6,Cloudy
2024-06-05,Agenebode,30.1,3.0,Cloudy
2024-06-06,Agenebode,27.5,3.8,Rainy
2024-06-07,Agenebode,28.1,13.2,Rainy
2024-06-08,Agenebode,28.5,0.4,Cloudy
2024-06-09,Agenebode,31.5,8.6,Rainy
2024-06-10,Agenebode,29.2,1.0,Cloudy
2024-06-11,Agenebode,30.1,0.0,Sunny
2024-06-12,Agenebode,30.0,6.3,Rainy
2024-06-13,Agenebode,30.5,0.0,Sunny
2024-06-14,Agenebode,27.6,0.0,Cloudy
2024-06-15,Agenebode,27.3,7.1,Rainy
2024-06-16,Agenebode,28.6,0.6,Cloudy
2024-06-17,Agenebode,27.3,0.2,Cloudy
2024-06-18,Agenebode,30.3,4.7,Rainy
2024-06-19,Agenebode,30.2,18.3,Rainy
2024-06-20,Agenebode,29.0,0.0,Sunny
2024-06-21,Agenebode,28.8,14.4,Rainy
2024-06-22,Agenebode,30.6,1.8,Cloudy
2024-06-23,Agenebode,28.5,8.9,Rainy
2024-06-24,Agenebode,29.7,8.9,Rainy
2024-06-25,Agenebode,28.6,6.9,Rainy
2024-06-26,Agenebode,28.5,12.0,Rainy
2024-06-27,Agenebode,26.7,0.0,Sunny
2024-06-28,Agenebode,27.9,1.6,Cloudy
2024-06-29,Agenebode,26.7,0.0,Sunny
2024-06-30,Agenebode,30.6,4.2,Rainy
2024-07-01,Agenebode,26.6,5.3,Rainy
2024-07-02,Agenebode,29.4,5.6,Rainy
2024-07-03,Agenebode,26.8,1.8,Cloudy
2024-07-04,Agenebode,27.9,4.7,Rainy
2024-07-05,Agenebode,29.5,4.2,Rainy
2024-07-06,Agenebode,28.5,1.4,Cloudy
2024-07-07,Agenebode,25.9,0.0,Sunny
2024-07-08,Agenebode,28.2,4.8,Rainy
2024-07-09,Agenebode,28.0,13.5,Rainy
2024-07-10,Agenebode,25.7,0.0,Cloudy
2024-07-11,Agenebode,25.8,0.0,Sunny
2024-07-12,Agenebode,26.7,9.4,Rainy
2024-07-13,Agenebode,27.1,0.0,Sunny
2024-07-14,Agenebode,26.5,5.6,Rainy
2024-07-15,Agenebode,28.4,9.0,Rainy
2024-07-16,Agenebode,26.5,3.3,Rainy
2024-07-17,Agenebode,27.9,2.0,Cloudy
2024-07-18,Agenebode,28.3,1.7,Cloudy
2024-07-19,Agenebode,29.3,6.2,Rainy
2024-07-20,Agenebode,24.1,8.2,Rainy
2024-07-21,Agenebode,27.4,7.4,Rainy
2024-07-22,Agenebode,30.4,3.7,Rainy
2024-07-23,Agenebode,24.7,11.3,Rainy
2024-07-24,Agenebode,24.3,1.3,Cloudy
2024-07-25,Agenebode,27.1,0.5,Cloudy
2024-07-26,Agenebode,26.9,4.3,Rainy
2024-07-27,Agenebode,29.3,0.0,Sunny
2024-07-28,Agenebode,27.1,0.4,Cloudy
2024-07-29,Agenebode,26.2,8.4,Rainy
2024-07-30,Agenebode,27.8,6.7,Rainy
2024-07-31,Agenebode,25.1,10.9,Rainy
2024-08-01,Agenebode,25.7,11.9,Rainy
2024-08-02,Agenebode,26.0,10.2,Rainy
2024-08-03,Agenebode,27.2,0.0,Sunny
2024-08-04,Agenebode,26.5,13.5,Rainy
2024-08-05,Agenebode,28.2,2.8,Cloudy
2024-08-06,Agenebode,29.0,6.4,Rainy
2024-08-07,Agenebode,29.5,4.6,Rainy
2024-08-08,Agenebode,26.6,9.9,Rainy
2024-08-09,Agenebode,27.4,7.8,Rainy
2024-08-10,Agenebode,25.7,10.9,Rainy
2024-08-11,Agenebode,28.5,11.8,Rainy
2024-08-12,Agenebode,25.0,0.0,Sunny
2024-08-13,Agenebode,25.9,3.8,Rainy
2024-08-14,Agenebode,25.0,8.2,Rainy
2024-08-15,Agenebode,26.3,11.3,Rainy
2024-08-16,Agenebode,30.1,2.0,Cloudy
2024-08-17,Agenebode,25.8,8.7,Rainy
2024-08-18,Agenebode,27.1,6.8,Rainy
2024-08-19,Agenebode,29.0,3.6,Rainy
2024-08-20,Agenebode,25.4,0.0,Sunny
2024-08-21,Agenebode,26.7,3.2,Rainy
2024-08-22,Agenebode,28.3,12.0,Rainy
2024-08-23,Agenebode,29.1,1.5,Cloudy
2024-08-24,Agenebode,25.8,0.0,Sunny
2024-08-25,Agenebode,27.0,9.4,Rainy
2024-08-26,Agenebode,25.9,0.0,Sunny
2024-08-27,Agenebode,29.8,1.5,Cloudy
2024-08-28,Agenebode,26.8,2.7,Cloudy
2024-08-29,Agenebode,25.0,9.5,Rainy
2024-08-30,Agenebode,24.4,10.6,Rainy
2024-08-31,Agenebode,27.4,3.7,Rainy
2024-09-01,Agenebode,26.6,7.3,Rainy
2024-09-02,Agenebode,26.0,5.9,Rainy
